,L,Density,Seed,UDG Radius,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution,log10 Process TTS,log2 Process TTS,N
1318,9,0.8,46,3.0,0.012837,0.016327,0.014647,0.014459,0.022739,0.015946,9,-1.6432286383304,-5.45868737999326,65
62,9,0.8,21,3.0,0.018453,0.018709,0.019969,0.017902,0.022796,0.019295,9,-1.642141351698207,-5.455075491982583,65
100,11,0.8,18,3.0,0.060925,0.247259,0.062615,0.015878,0.022859,0.017632,13,-1.6409427723651109,-5.45109389762202,97
59,9,0.8,18,3.0,0.019562,0.027873,0.021294,0.016163,0.023114,0.017508,9,-1.6361248910589683,-5.435089242353312,65
3257,13,0.8,67,3.0,0.176562,0.250487,0.178563,0.015517,0.023181,0.017328,18,-1.6348678330353088,-5.430913385987614,135
1356,9,0.8,84,3.0,0.016976,0.022161,0.018452,0.015134,0.023182,0.016479,9,-1.634849098506397,-5.430851151229677,65
77,9,0.8,36,3.0,0.019969,0.029258,0.021439,0.014608,0.023267,0.016181,9,-1.6332596101570895,-5.425570985225617,65
109,11,0.8,27,3.0,0.039765,0.037553,0.044254,0.015197,0.023307,0.01719,14,-1.6325136238322133,-5.423092872294609,97
380,7,0.8,67,3.0,0.009252,0.012782,0.011275,0.016313,0.023491,0.017494,6,-1.6290984951322314,-5.411748060318482,39
3290,13,0.8,100,3.0,0.059656,0.13388,0.061563,0.01549,0.023527,0.017146,18,-1.6284334475162658,-5.409538819958568,135
71,9,0.8,30,3.0,0.010699,0.014923,0.015282,0.014654,0.023573,0.016132,9,-1.6275851437999462,-5.4067208160103295,65
3277,13,0.8,87,3.0,0.102109,0.276632,0.103915,0.016478,0.023583,0.018136,18,-1.627400949004623,-5.406108934144813,135
2305,11,0.8,74,3.0,0.027105,0.02535,0.028681,0.015342,0.023715,0.016785,14,-1.6249768710121097,-5.398056321357285,97
1320,9,0.8,48,3.0,0.010121,0.013979,0.011552,0.015672,0.023789,0.016943,9,-1.623623813684038,-5.3935615622051705,65
1338,9,0.8,66,3.0,0.011376,0.015229,0.012849,0.021389,0.023901,0.023643,9,-1.6215839281147704,-5.386785209022265,65
57,9,0.8,16,3.0,0.010208,0.015077,0.011618,0.014432,0.024037,0.015809,9,-1.6191197365339902,-5.378599341778886,65
118,11,0.8,36,3.0,0.076729,0.247023,0.078359,0.024108,0.024059,0.025579,13,-1.618722427848518,-5.377279510894272,97
28,7,0.8,28,3.0,0.01634,0.017513,0.017702,0.016265,0.024237,0.022396,6,-1.6155211371491647,-5.36664505338019,39
83,11,0.8,1,3.0,0.118542,0.432563,0.121707,0.015598,0.024357,0.017261,13,-1.6133762038749222,-5.359519739274825,97
2290,11,0.8,59,3.0,0.036284,0.081025,0.037898,0.021475,0.024408,0.022936,13,-1.6124678053656494,-5.356502104745518,97
3265,13,0.8,75,3.0,0.149536,0.318403,0.155806,0.014585,0.02447,0.016217,18,-1.611366030648211,-5.352842088357422,135
2289,11,0.8,58,3.0,0.101231,0.117704,0.10293,0.019708,0.024799,0.022591,13,-1.6055658314011254,-5.333574243522585,97
1361,9,0.8,89,3.0,0.010915,0.013839,0.012349,0.026536,0.024803,0.027973,9,-1.6054957867282744,-5.333341560155944,65
3267,13,0.8,77,3.0,0.197351,0.452602,0.19918,0.018376,0.024884,0.020042,18,-1.604079807329368,-5.328637778408934,135
3249,13,0.8,59,3.0,0.14902,0.272354,0.15089,0.015559,0.024885,0.017187,18,-1.604062354919958,-5.328579802759792,135
79,9,0.8,38,3.0,0.020085,0.018532,0.022059,0.016153,0.02493,0.017484,9,-1.6032777214962266,-5.325973306945311,65
3252,13,0.8,62,3.0,0.177443,0.464462,0.179283,0.014767,0.024935,0.016379,18,-1.6031906274456182,-5.325683986771698,135
47,9,0.8,6,3.0,0.012143,0.018458,0.013788,0.015063,0.02517,0.016835,9,-1.5991167844516372,-5.312150973275832,65
2329,11,0.8,98,3.0,0.012599,0.01957,0.014296,0.020035,0.025202,0.022995,14,-1.59856499277013,-5.310317960986508,97
3274,13,0.8,84,3.0,0.139468,0.255212,0.141284,0.014488,0.025292,0.016251,18,-1.5970168268588194,-5.305175065150179,135
1331,9,0.8,59,3.0,0.010336,0.014472,0.011996,0.024951,0.025292,0.026424,9,-1.5970168268588194,-5.305175065150179,65
54,9,0.8,13,3.0,0.013162,0.018166,0.014636,0.015003,0.025555,0.0165,9,-1.5925241147087443,-5.290250598436602,65
128,13,0.8,5,3.0,0.221526,0.592155,0.223389,0.018383,0.025558,0.020082,18,-1.5924731341970464,-5.290081244842502,135
373,7,0.8,60,3.0,0.02999,0.018211,0.03209,0.025214,0.02556,0.028978,6,-1.5924391505136375,-5.289968353489817,39
3247,13,0.8,57,3.0,0.22447,0.355711,0.22888,0.017227,0.02561,0.018895,18,-1.5915904215315704,-5.287148936839343,135
38,7,0.8,38,3.0,0.013055,0.016514,0.014416,0.018755,0.025651,0.021332,6,-1.5908956993234575,-5.284841119618071,39
372,7,0.8,59,3.0,0.009194,0.012917,0.010506,0.016741,0.025707,0.017947,6,-1.5899486024495482,-5.281694931904052,39
2310,11,0.8,79,3.0,0.040586,0.105131,0.042461,0.021637,0.025808,0.023152,13,-1.5882456499551136,-5.276037846168531,97
3268,13,0.8,78,3.0,0.093963,0.267425,0.096239,0.027893,0.025915,0.029631,18,-1.58644878682445,-5.270068796052112,135
1335,9,0.8,63,3.0,0.019234,0.018353,0.020863,0.018845,0.025977,0.021142,9,-1.5854110056369601,-5.266621361569044,65
1329,9,0.8,57,3.0,0.016559,0.015767,0.018745,0.027801,0.026001,0.031179,9,-1.5850099487164782,-5.265289079317246,65
56,9,0.8,15,3.0,0.010317,0.014918,0.012182,0.017702,0.026904,0.019122,9,-1.5701831456934208,-5.216035505797591,65
3234,13,0.8,44,3.0,0.134782,0.236107,0.136757,0.029332,0.026957,0.031339,18,-1.5693284413630122,-5.2131962394695845,135
144,13,0.8,21,3.0,0.345659,0.696161,0.347497,0.017933,0.027057,0.020348,18,-1.567720358354544,-5.207854303344843,135
3239,13,0.8,49,3.0,0.079187,0.157906,0.081329,0.017143,0.027315,0.019046,18,-1.5635987951493988,-5.194162766738818,135
11,7,0.8,11,3.0,0.007545,0.01137,0.008788,0.015136,0.027553,0.016256,6,-1.5598311077917437,-5.181646780252671,39
132,13,0.8,9,3.0,0.199751,0.56093,0.20203,0.029156,0.027615,0.031796,18,-1.5588549524403041,-5.1784040623657495,135
133,13,0.8,10,3.0,0.084805,0.313139,0.086792,0.022452,0.027741,0.025861,18,-1.5568778876515537,-5.171836395298587,135
13,7,0.8,13,3.0,0.009032,0.011675,0.010286,0.016831,0.027822,0.018109,6,-1.555611653720552,-5.167630057228492,39
41,9,0.8,0,3.0,0.011828,0.014979,0.013644,0.025141,0.028571,0.026559,9,-1.544074558816363,-5.1293046575328844,65
9,7,0.8,9,3.0,0.008011,0.0119,0.009331,0.015583,0.028615,0.016782,6,-1.543406249755592,-5.127084582887843,39
61,9,0.8,20,3.0,0.015543,0.015951,0.017237,0.022187,0.029182,0.02628,9,-1.5348849468771602,-5.098777427450934,65
50,9,0.8,9,3.0,0.025187,0.018135,0.026604,0.029694,0.029475,0.031355,9,-1.5305461862328733,-5.084364376569686,65
3275,13,0.8,85,3.0,0.192403,0.56407,0.194229,0.020854,0.029732,0.022556,18,-1.5267758758690881,-5.0718396766457845,135
1343,9,0.8,71,3.0,0.012738,0.016605,0.014937,0.033676,0.030004,0.035197,9,-1.5228208432094694,-5.058701342537599,65
3245,13,0.8,55,3.0,0.10825,0.24842,0.110237,0.021694,0.03001,0.023752,18,-1.5227340045751474,-5.058412870838524,135
66,9,0.8,25,3.0,0.048183,0.236348,0.04959,0.020526,0.030032,0.021885,9,-1.522415744722729,-5.0573556344933,65
156,13,0.8,33,3.0,0.206757,0.670896,0.208726,0.018138,0.030312,0.019958,18,-1.5183854077330632,-5.043967144815466,135
146,13,0.8,23,3.0,0.212773,0.617259,0.214658,0.036321,0.030638,0.038028,18,-1.513739588168456,-5.028534066280019,135
64,9,0.8,23,3.0,0.016806,0.015462,0.018389,0.033782,0.030643,0.035402,9,-1.513668718815334,-5.028298643384817,65
1330,9,0.8,58,3.0,0.017947,0.018153,0.019691,0.022743,0.030694,0.024088,9,-1.5129465112185725,-5.025899521678794,65
150,13,0.8,27,3.0,0.161675,0.732607,0.163868,0.022241,0.030842,0.025555,18,-1.5108574671709945,-5.018959867565687,135
3240,13,0.8,50,3.0,0.473784,0.501759,0.47695,0.032364,0.03131,0.034936,18,-1.5043169323830847,-4.997232681298142,135
1350,9,0.8,78,3.0,0.018088,0.019213,0.020739,0.023099,0.031324,0.024746,9,-1.5041227847045746,-4.9965877366703415,65
4235,15,0.8,86,3.0,0.163198,0.400841,0.165216,0.018215,0.031631,0.020084,23,-1.4998870778403057,-4.98251702303622,180
160,13,0.8,37,3.0,0.117557,0.434875,0.120996,0.020617,0.031663,0.022372,18,-1.49944793907186,-4.981058235623766,135
124,13,0.8,1,3.0,0.171579,0.637226,0.173497,0.025173,0.031816,0.026921,18,-1.497354422022076,-4.974103722518963,135
23,7,0.8,23,3.0,0.008533,0.012127,0.009889,0.035098,0.032282,0.036277,6,-1.4910395668230478,-4.953126227618165,39
392,7,0.8,79,3.0,0.015402,0.02902,0.016711,0.019614,0.032967,0.021178,6,-1.4819205718961301,-4.922833582173302,39
67,9,0.8,26,3.0,0.010415,0.01507,0.011842,0.023888,0.033648,0.025254,9,-1.4730407446577543,-4.8933354345923945,65
46,9,0.8,5,3.0,0.015314,0.022558,0.017543,0.023873,0.034189,0.026747,9,-1.4661136017723793,-4.870323964024169,65
113,11,0.8,31,3.0,0.020196,0.034591,0.022182,0.027621,0.036159,0.029622,13,-1.4417835887189971,-4.7895014101131625,97
159,13,0.8,36,3.0,0.201263,0.860381,0.209356,0.034115,0.036368,0.035913,18,-1.4392805816191045,-4.781186600506326,135
1345,9,0.8,73,3.0,0.059217,0.031139,0.073701,0.040222,0.036627,0.045776,9,-1.4361986515457132,-4.77094865040905,65
1327,9,0.8,55,3.0,0.014001,0.017189,0.016087,0.034438,0.04124,0.035923,9,-1.384681343388521,-4.599811857068703,65
186,15,0.8,22,3.0,0.16907,0.649205,0.171437,0.024118,0.043927,0.02602,24,-1.3572684559182668,-4.50874821601928,180
45,9,0.8,4,3.0,0.011991,0.015017,0.013411,0.034035,0.045074,0.035583,9,-1.3460738996427082,-4.471560705017705,65
149,13,0.8,26,3.0,0.18643,0.792365,0.19026,0.038485,0.047573,0.040448,18,-1.322639460680912,-4.39371318384259,135
374,7,0.8,61,3.0,0.025479,0.090053,0.026825,0.033163,0.051594,0.034399,6,-1.2874008006673863,-4.276652889117475,39
7,7,0.8,7,3.0,0.011606,0.013594,0.013188,0.027799,0.056372,0.029307,6,-1.2489365567434902,-4.1488774365780845,39
224,17,0.8,19,3.0,1.678624,9.231158,1.68162,0.02831,0.056544,0.030441,29,-1.24761347217333,-4.144482244772557,231
2308,11,0.8,77,3.0,0.034388,0.058954,0.036029,0.042555,0.063165,0.044075,14,-1.1995234995240538,-3.9847308135465616,97
2274,11,0.8,43,3.0,0.038184,0.068831,0.040099,0.039119,0.06425,0.040871,14,-1.192126867996668,-3.960159735468209,97
2309,11,0.8,78,3.0,0.039147,0.07031,0.040752,0.040738,0.068399,0.042202,14,-1.1649502476608282,-3.869880956850496,97
2319,11,0.8,88,3.0,0.037173,0.078445,0.038768,0.032075,0.073095,0.03356,14,-1.1361123295630242,-3.77408346652334,97
1344,9,0.8,72,3.0,0.03112,0.060312,0.032586,0.032971,0.074592,0.034401,9,-1.1273077481595173,-3.7448352801953075,65
2280,11,0.8,49,3.0,0.044924,0.117319,0.046537,0.030328,0.077276,0.031845,14,-1.1119553661847885,-3.693835771190014,97
2307,11,0.8,76,3.0,0.083707,0.180166,0.085329,0.037511,0.078137,0.038974,13,-1.1071432671380697,-3.677850324171338,97
2325,11,0.8,94,3.0,0.055578,0.127642,0.057163,0.041251,0.087473,0.042699,14,-1.0581259785266053,-3.515018415997712,97
2316,11,0.8,85,3.0,0.055589,0.066855,0.058439,0.037191,0.087845,0.03866,14,-1.056282952827841,-3.5088960171493877,97
6137,19,0.8,70,3.0,3.094121,21.082139,3.096772,0.058388,0.089802,0.060802,36,-1.0467139909575123,-3.4771086138734364,289
3287,13,0.8,97,3.0,0.056943,0.096876,0.058768,0.055548,0.093488,0.057183,18,-1.0292441310338076,-3.4190749953791357,135
2328,11,0.8,97,3.0,0.060853,0.095533,0.06294,0.059819,0.094199,0.061807,14,-1.0259537075764122,-3.4081444452519376,97
2278,11,0.8,47,3.0,0.031968,0.066719,0.033571,0.040406,0.095302,0.041925,14,-1.0208979851974587,-3.3913496990413408,97
286,19,0.8,40,3.0,3.446901,23.910797,3.449727,0.055429,0.102666,0.057762,36,-0.9885733583224128,-3.283969612868374,289
2302,11,0.8,71,3.0,0.060925,0.152684,0.062603,0.064077,0.105461,0.065896,13,-0.9769081149273419,-3.245218513100589,97
2279,11,0.8,48,3.0,0.150434,0.242614,0.152099,0.050154,0.110491,0.051696,13,-0.9566730958206947,-3.1779992346296355,97
2281,11,0.8,50,3.0,0.048912,0.104535,0.052917,0.073283,0.111248,0.075308,14,-0.9537077879584595,-3.168148695132086,97
2301,11,0.8,70,3.0,0.057766,0.158245,0.059389,0.048389,0.113509,0.049861,14,-0.9449697023882435,-3.139121403180855,97
2275,11,0.8,44,3.0,0.075501,0.222198,0.07707,0.070443,0.117322,0.071887,14,-0.9306205421664232,-3.0914545247019505,97
2303,11,0.8,72,3.0,0.061488,0.109553,0.063138,0.058614,0.126244,0.060055,13,-0.8987892534375196,-2.985713272376934,97
115,11,0.8,33,3.0,0.0547,0.160351,0.05636,0.05029,0.128626,0.051763,14,-0.890671235803515,-2.9587458015237433,97
2317,11,0.8,86,3.0,0.068901,0.128597,0.070512,0.073394,0.130993,0.074877,13,-0.8827519115396497,-2.932438375759086,97
2327,11,0.8,96,3.0,0.060529,0.107943,0.062223,0.098232,0.136924,0.099705,14,-0.863520422179844,-2.86855275094822,97
2291,11,0.8,60,3.0,0.075391,0.145262,0.077024,0.066728,0.138319,0.068222,14,-0.8591181595262956,-2.8539287509583238,97
3269,13,0.8,79,3.0,0.080005,0.167561,0.081908,0.074869,0.157257,0.076567,19,-0.8033900136492371,-2.668803857493342,135
2288,11,0.8,57,3.0,0.089494,0.151043,0.091466,0.07049,0.15895,0.072171,13,-0.7987394677492082,-2.6533550784114732,97
107,11,0.8,25,3.0,0.042499,0.10878,0.044331,0.041956,0.165916,0.045035,13,-0.7801117310542862,-2.5914750765404477,97
2297,11,0.8,66,3.0,0.058695,0.105014,0.060387,0.077791,0.167777,0.079321,14,-0.7752675754364997,-2.575383139897716,97
2322,11,0.8,91,3.0,0.132815,0.19063,0.134421,0.127297,0.174076,0.12875,14,-0.759261101289625,-2.5222107837291246,97
2326,11,0.8,95,3.0,0.128376,0.15222,0.132762,0.136954,0.178162,0.13856,14,-0.7491849206704231,-2.4887384362410385,97
3231,13,0.8,41,3.0,0.090439,0.169973,0.092262,0.09798,0.182195,0.099705,18,-0.7394635455968583,-2.456444727263226,135
3288,13,0.8,98,3.0,0.102067,0.192983,0.103842,0.096032,0.187711,0.097669,18,-0.7265102766630258,-2.4134148992712956,135
2321,11,0.8,90,3.0,0.144838,0.19969,0.146544,0.167015,0.204232,0.168527,14,-0.6898762096800183,-2.2917191629304576,97
137,13,0.8,14,3.0,0.126774,0.455907,0.128749,0.069083,0.208561,0.071341,18,-0.6807668994968011,-2.261458689507785,135
119,11,0.8,37,3.0,0.076706,0.305407,0.078821,0.054708,0.211363,0.056518,14,-0.6749710354874996,-2.2422052460211397,97
3278,13,0.8,88,3.0,0.088797,0.177003,0.090752,0.091494,0.212813,0.093185,18,-0.6720018460394928,-2.2323418121747625,135
105,11,0.8,23,3.0,0.070236,0.237348,0.072048,0.063341,0.214567,0.064857,13,-0.6684370709066096,-2.2204998855088824,97
92,11,0.8,10,3.0,0.05505,0.242642,0.05695,0.054882,0.215069,0.056476,14,-0.6674221842158785,-2.2171285048978153,97
2296,11,0.8,65,3.0,0.09657,0.158254,0.098218,0.109959,0.215887,0.111507,14,-0.6657735086534852,-2.211651723227747,97
3253,13,0.8,63,3.0,0.128953,0.309915,0.130783,0.090741,0.221891,0.0925,18,-0.6538603125927072,-2.172076942533547,135
104,11,0.8,22,3.0,0.068678,0.154063,0.070367,0.081028,0.232152,0.082566,14,-0.6342275705150489,-2.1068583850460967,97
2283,11,0.8,52,3.0,0.213008,0.662339,0.214733,0.092632,0.232213,0.094088,13,-0.6341134707721807,-2.1064793539046436,97
2277,11,0.8,46,3.0,0.223832,0.289462,0.226272,0.230237,0.234128,0.232604,14,-0.630546644747092,-2.094630614322326,97
3255,13,0.8,65,3.0,0.242755,0.229304,0.244709,0.166664,0.238792,0.16838,18,-0.6219802270152541,-2.0661735905863923,135
3289,13,0.8,99,3.0,0.166395,0.262757,0.168195,0.166973,0.251272,0.168608,18,-0.5998559034607254,-1.9926781785902248,135
122,11,0.8,40,3.0,0.117151,0.237132,0.11879,0.152791,0.252203,0.154319,14,-0.5982497517213168,-1.9873426580024314,97
3286,13,0.8,96,3.0,0.164456,0.261705,0.166323,0.160874,0.252363,0.162519,18,-0.5979743184997616,-1.9864276886454817,135
48,9,0.8,7,3.0,0.081101,0.27164,0.08261,0.052041,0.256082,0.053441,9,-0.5916209470114876,-1.965322245401328,65
3283,13,0.8,93,3.0,0.199986,0.260368,0.201782,0.182288,0.259162,0.183911,18,-0.586428677184759,-1.9480738983876824,135
3244,13,0.8,54,3.0,0.198248,0.277531,0.20039,0.165663,0.259343,0.167373,18,-0.5861254696769531,-1.9470666648489212,135
3279,13,0.8,89,3.0,0.187438,0.41054,0.189271,0.172849,0.262387,0.174492,18,-0.5810576859431917,-1.9302318516849264,135
3263,13,0.8,73,3.0,0.179938,0.298473,0.181767,0.172688,0.262995,0.174364,18,-0.5800525081378131,-1.9268927232928816,135
3254,13,0.8,64,3.0,0.170909,0.284272,0.172757,0.222758,0.266312,0.224891,18,-0.5746092638413239,-1.908810657137039,135
94,11,0.8,12,3.0,0.060707,0.165362,0.062342,0.064787,0.266588,0.066303,14,-0.5741594035008363,-1.9073162534331973,97
3246,13,0.8,56,3.0,0.198917,0.308294,0.200738,0.175356,0.267462,0.177388,18,-0.5727379121945755,-1.9025941615262916,135
138,13,0.8,15,3.0,0.087221,0.34608,0.089742,0.084448,0.267816,0.086275,19,-0.5721634807066104,-1.9006859414278323,135
3264,13,0.8,74,3.0,0.162477,0.266679,0.164287,0.166785,0.270495,0.168453,18,-0.5678407582560396,-1.886326168272881,135
110,11,0.8,28,3.0,0.184354,0.402654,0.185943,0.164017,0.271015,0.165799,14,-0.5670066713508825,-1.8835553915490617,97
136,13,0.8,13,3.0,0.138573,0.440742,0.140652,0.101786,0.276225,0.103838,18,-0.558737017753387,-1.8560841969285553,135
3248,13,0.8,58,3.0,0.188176,0.593802,0.190581,0.151639,0.279176,0.15333,18,-0.5541219195573801,-1.840753172570576,135
143,13,0.8,20,3.0,0.132744,0.271175,0.134653,0.132872,0.284274,0.13458,18,-0.5462628595247782,-1.8146459402488693,135
3243,13,0.8,53,3.0,0.164789,0.310442,0.166614,0.166177,0.292237,0.167811,18,-0.5342647990843041,-1.7747892461875017,135
3259,13,0.8,69,3.0,0.204678,0.305238,0.206615,0.21377,0.301542,0.216688,18,-0.5206521890034833,-1.7295691343152761,135
95,11,0.8,13,3.0,0.214372,0.435318,0.216185,0.154715,0.304803,0.157773,14,-0.515980762801486,-1.7140509923716682,97
3273,13,0.8,83,3.0,0.168644,0.327843,0.170478,0.165642,0.310681,0.167304,18,-0.5076853056361366,-1.6864940801541595,135
3256,13,0.8,66,3.0,0.16518,0.275413,0.167,0.195669,0.312247,0.197376,18,-0.5055017255389497,-1.6792403840818775,135
3258,13,0.8,68,3.0,0.198252,0.40744,0.20037,0.179436,0.314153,0.181143,18,-0.5028587886387159,-1.6704607377399765,135
3250,13,0.8,60,3.0,0.163355,0.279745,0.165213,0.16621,0.316799,0.167915,18,-0.49921619796375416,-1.6583603134386462,135
3270,13,0.8,80,3.0,0.298805,0.522395,0.300781,0.279636,0.32453,0.282223,18,-0.4887451502280593,-1.6235762457825347,135
3284,13,0.8,94,3.0,0.182456,0.374629,0.184275,0.17065,0.325019,0.172265,18,-0.4880912502396946,-1.6214040370399394,135
3261,13,0.8,71,3.0,0.184508,0.441132,0.1864,0.165002,0.325116,0.166659,18,-0.4879616569550469,-1.6209735374667595,135
3251,13,0.8,61,3.0,0.174953,0.430435,0.176753,0.170645,0.326479,0.172276,18,-0.48614474846985967,-1.6149378981239768,135
91,11,0.8,9,3.0,0.138749,0.185388,0.140386,0.152743,0.328194,0.154204,14,-0.4838693629255534,-1.6073792309576451,97
120,11,0.8,38,3.0,0.050736,0.211312,0.052419,0.073739,0.33214,0.075775,14,-0.4786788186708635,-1.5901366161702346,97
4216,15,0.8,67,3.0,0.140478,0.440336,0.142597,0.136565,0.357286,0.138433,24,-0.44698400098722635,-1.4848487108446276,180
3266,13,0.8,76,3.0,0.170623,0.356775,0.172465,0.178329,0.358013,0.180014,18,-0.4461012031724408,-1.4819161199815865,135
4199,15,0.8,50,3.0,0.179198,0.580789,0.181287,0.157425,0.36013,0.159334,24,-0.4435406989792565,-1.4734103091651707,180
4214,15,0.8,65,3.0,0.144121,0.316528,0.146205,0.171018,0.369178,0.172947,24,-0.4327641872866476,-1.437611512208611,180
3237,13,0.8,47,3.0,0.151761,0.224856,0.15362,0.18461,0.370018,0.186414,19,-0.4317771486072486,-1.4343326406887749,135
139,13,0.8,16,3.0,0.188895,0.403533,0.19188,0.18197,0.370147,0.18363,19,-0.43162576617567516,-1.4338297591362588,135
3242,13,0.8,52,3.0,0.174671,0.299608,0.176705,0.17434,0.381094,0.176045,18,-0.4189678887702209,-1.3917812005614403,135
4234,15,0.8,85,3.0,0.24437,0.435722,0.247351,0.244082,0.381438,0.250244,24,-0.4185760434131482,-1.3904795184609293,180
3262,13,0.8,72,3.0,0.166224,0.409523,0.168072,0.166922,0.387122,0.168602,18,-0.4121521471850284,-1.369139797102097,135
153,13,0.8,30,3.0,0.189552,0.418179,0.192695,0.147844,0.387915,0.149729,18,-0.41126342666115434,-1.3661875314253369,135
4203,15,0.8,54,3.0,0.174413,0.412476,0.176803,0.17528,0.398919,0.177197,24,-0.39911527830874505,-1.3258322561126088,180
98,11,0.8,16,3.0,0.184671,0.296051,0.187739,0.198153,0.401377,0.200135,14,-0.39644751739728845,-1.3169701461903989,97
3282,13,0.8,92,3.0,0.168031,0.263779,0.169837,0.177895,0.401459,0.179537,18,-0.39635880152595254,-1.3166754384449457,135
4229,15,0.8,80,3.0,0.164283,0.30175,0.166627,0.21529,0.410005,0.217931,25,-0.38721084703838904,-1.2862865914219577,180
4244,15,0.8,95,3.0,0.167369,0.415418,0.16943,0.166728,0.410336,0.168619,24,-0.38686037941258195,-1.2851223631694406,180
4218,15,0.8,69,3.0,0.179161,0.364625,0.181314,0.202021,0.41076,0.203938,24,-0.3864118548144981,-1.2836323967058176,180
3281,13,0.8,91,3.0,0.166896,0.394927,0.168711,0.184047,0.410975,0.185675,18,-0.3861845958666868,-1.282877458822269,135
4249,15,0.8,100,3.0,0.175983,0.437531,0.178114,0.173881,0.419969,0.176239,24,-0.37678276585404485,-1.2516452555599182,180
3241,13,0.8,51,3.0,0.295679,0.349602,0.299841,0.246058,0.42062,0.253134,18,-0.3761100809527583,-1.2494106446873279,135
4201,15,0.8,52,3.0,0.17829,0.441391,0.180378,0.173259,0.42169,0.175241,24,-0.3750066977670031,-1.2457452850831416,180
3232,13,0.8,42,3.0,0.209072,0.399024,0.21105,0.304778,0.427167,0.30697,18,-0.3694023053041109,-1.227127896305885,135
140,13,0.8,17,3.0,0.194296,0.699046,0.196363,0.16605,0.429976,0.168111,18,-0.3665557847889084,-1.2176719598337602,135
3235,13,0.8,45,3.0,0.137556,0.219739,0.139432,0.163498,0.435148,0.165181,18,-0.3613630082141811,-1.200421929439701,135
3260,13,0.8,70,3.0,0.212702,0.564746,0.214702,0.195518,0.436104,0.197212,18,-0.36040992990542986,-1.1972558718292323,135
3272,13,0.8,82,3.0,0.184205,0.458709,0.186047,0.180205,0.440588,0.181866,18,-0.355967335611837,-1.1824978930311603,135
4232,15,0.8,83,3.0,0.197013,0.550125,0.199096,0.164363,0.446043,0.166297,24,-0.3506232718651143,-1.164745297530053,180
4211,15,0.8,62,3.0,0.22708,0.488178,0.229312,0.181991,0.454101,0.183928,24,-0.34284754171496884,-1.138914881086022,180
135,13,0.8,12,3.0,0.184491,0.38079,0.186379,0.192685,0.457022,0.194404,18,-0.3400628934779994,-1.1296644798732545,135
3238,13,0.8,48,3.0,0.179583,0.421451,0.181479,0.16604,0.459648,0.16773,18,-0.3375746252260585,-1.121398631659516,135
158,13,0.8,35,3.0,0.10407,0.232645,0.106523,0.105471,0.460005,0.107341,18,-0.3372374477518865,-1.1202785523351009,135
155,13,0.8,32,3.0,0.229904,0.657177,0.231882,0.173405,0.461583,0.175109,18,-0.3357501945276888,-1.1153380040654264,135
3280,13,0.8,90,3.0,0.170254,0.317302,0.172077,0.185202,0.46482,0.18689,18,-0.3327151936496325,-1.1052559493806033,135
151,13,0.8,28,3.0,0.233685,0.697637,0.236056,0.233119,0.468062,0.235017,18,-0.32969661599754563,-1.0952284514715371,135
162,13,0.8,39,3.0,0.087408,0.325613,0.089273,0.117377,0.470572,0.119564,18,-0.3273739178044215,-1.0875126150878538,135
134,13,0.8,11,3.0,0.211474,0.635227,0.214437,0.191873,0.474009,0.193675,18,-0.324213412306442,-1.0770136430800699,135
3276,13,0.8,86,3.0,0.172299,0.266622,0.174133,0.195925,0.482309,0.197608,18,-0.3166746339647673,-1.0519703635057323,135
3271,13,0.8,81,3.0,0.175442,0.338918,0.17731,0.293651,0.483864,0.296209,18,-0.3152766886641589,-1.0473264897365255,135
87,11,0.8,5,3.0,0.137002,0.401325,0.13882,0.139056,0.497906,0.140703,14,-0.30285264024152986,-1.0060546942291528,97
97,11,0.8,15,3.0,0.137744,0.497544,0.139451,0.109974,0.499898,0.111768,13,-0.30111860077631825,-1.000294339812023,97
4209,15,0.8,60,3.0,0.221027,0.465606,0.22328,0.208492,0.504279,0.211092,24,-0.2973291170560481,-0.9877059473765394,180
116,11,0.8,34,3.0,0.080553,0.341683,0.082159,0.126118,0.506341,0.12762,13,-0.29555690501917903,-0.9818187864211664,97
4197,15,0.8,48,3.0,0.564334,1.996009,0.566404,0.163667,0.508172,0.165584,24,-0.2939892680154775,-0.9766112090159853,180
3236,13,0.8,46,3.0,0.173949,0.400614,0.175799,0.194557,0.510077,0.19627,18,-0.29236425890026463,-0.9712130455817116,135
198,15,0.8,34,3.0,0.197343,0.63856,0.1995,0.208644,0.512431,0.21059,24,-0.2903646050754809,-0.9645703393611137,180
203,15,0.8,39,3.0,0.185161,0.449803,0.187778,0.179684,0.530617,0.181634,24,-0.2752188401284313,-0.9142571972649494,180
4243,15,0.8,94,3.0,0.155636,0.472119,0.157778,0.17668,0.531632,0.179675,24,-0.2743888858836405,-0.9115001489417078,180
4200,15,0.8,51,3.0,0.187998,0.415561,0.190865,0.19701,0.535814,0.198998,24,-0.27098594312923996,-0.9001958178005711,180
4204,15,0.8,55,3.0,0.247609,0.625165,0.250121,0.154539,0.536125,0.156459,24,-0.27073394075287044,-0.8993586840265309,180
4207,15,0.8,58,3.0,0.221071,0.599204,0.223196,0.220799,0.545048,0.222737,24,-0.2635652496184212,-0.8755448075434341,180
